make,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,estimated_price,registration_year
lexus,2019.0,2020-02-14,luxury sedan,"parf car, premium ad car",auto,1620.0,152.0,2487.0,1.0,22150.0,30890,1784.0,53389.0,67000.0,40126.0,48177.0,147800.0,230000,2020
toyota,2020.0,2021-10-12,hatchback,"parf car, low mileage car, hybrid cars",auto,1350.0,90.0,1797.0,1.0,16370.0,70200,974.0,64702.0,26000.0,29070.0,17698.0,128800.0,112000,2021
toyota,2007.0,2007-04-23,suv,coe car,auto,1600.0,118.0,2362.0,4.0,16120.0,50347,2457.0,14056.0,147000.0,29070.0,31977.0,45000.0,186000,2007
mazda,2016.0,2017-02-27,hatchback,"parf car, premium ad car, low mileage car",auto,1329.0,88.0,1496.0,1.0,14660.0,49430,682.0,21571.0,68820.0,19983.0,14983.0,44800.0,120000,2017
skoda,2018.0,2018-06-14,suv,"parf car, premium ad car, low mileage car",auto,1933.0,132.0,1984.0,1.0,21000.0,38501,1194.0,39647.0,59149.0,33031.0,38244.0,99800.0,172000,2018
suzuki,2008.0,2008-09-16,hatchback,coe car,manual,1090.0,92.0,1586.0,6.0,12290.0,34197,1104.0,14410.0,145000.0,12524.0,5025.0,51800.0,103000,2008
porsche,2019.0,2019-10-10,sports car,"parf car, low mileage car",auto,1590.0,331.0,2981.0,2.0,75930.0,39889,2364.0,210213.0,34800.0,155548.0,251987.0,530000.0,511000,2019
mercedes-benz,2017.0,2018-06-28,suv,"parf car, consignment car, sgcarmart warranty cars",auto,1480.0,90.0,1595.0,2.0,16960.0,38600,740.0,38446.0,88000.0,29057.0,32680.0,84800.0,195000,2018
nissan,2016.0,2016-12-30,hatchback,parf car,auto,1081.0,72.0,1198.0,3.0,11800.0,53334,508.0,16107.0,98000.0,14495.0,5000.0,31500.0,75000,2016
volkswagen,2007.0,2007-11-22,sports car,coe car,auto,1391.0,147.0,1984.0,4.0,15190.0,50168,1791.0,16452.0,209000.0,31310.0,34441.0,49800.0,185000,2007
audi,2015.0,2015-12-31,suv,"parf car, premium ad car",auto,2105.0,245.0,2995.0,2.0,40520.0,60003,2380.0,63334.0,110000.0,70699.0,99259.0,108800.0,300000,2015
honda,2007.0,2008-05-09,mpv,"coe car, premium ad car",auto,1370.0,103.0,1799.0,6.0,12840.0,40881,1467.0,15848.0,274157.0,17803.0,17803.0,49800.0,89000,2008
honda,2019.0,2019-10-10,mpv,"parf car, premium ad car",auto,1858.0,129.0,2356.0,1.0,22730.0,36001,1630.0,46738.0,57000.0,32576.0,37607.0,135799.0,175000,2019
mercedes-benz,2017.0,2017-12-21,luxury sedan,"parf car, premium ad car, low mileage car",auto,1605.0,135.0,1991.0,1.0,23740.0,57414,1202.0,63013.0,62000.0,52567.0,66621.0,114800.0,330000,2017
honda,2008.0,2008-06-19,mpv,"coe car, premium ad car, low mileage car",auto,1350.0,103.0,1799.0,5.0,10890.0,37906,1467.0,14892.0,158000.0,16344.0,16344.0,42800.0,75000,2008
ferrari,2011.0,2011-03-18,sports car,"coe car, rare & exotic, low mileage car",auto,1515.0,416.0,4497.0,4.0,72400.0,42683,6619.0,27645.0,65000.0,337248.0,337248.0,468888.0,450000,2011
bmw,2006.0,2007-01-24,luxury sedan,"coe car, premium ad car",auto,1395.0,110.0,1995.0,5.0,11800.0,52660,1812.0,13302.0,156756.5,42106.0,46317.0,29800.0,188000,2007
honda,2021.0,2021-08-31,stationwagon,"parf car, low mileage car, hybrid cars",auto,1200.0,101.0,1496.0,1.0,16010.0,61001,682.0,50422.0,25000.0,22556.0,8579.0,119800.0,138000,2021
skoda,2021.0,2022-02-28,suv,"parf car, premium ad car",auto,1646.0,110.0,1498.0,2.0,19390.0,93590,684.0,97844.0,29000.0,32110.0,36954.0,163800.0,193800,2022
mercedes-benz,2022.0,2022-04-25,suv,parf car,auto,1550.0,96.0,1332.0,2.0,20690.0,57898,586.0,77092.0,55088.0,36730.0,43422.0,180800.0,244000,2022
mercedes-benz,2008.0,2009-03-31,luxury sedan,"coe car, premium ad car",auto,1540.0,135.0,1796.0,5.0,12910.0,31933,1461.0,15039.0,145000.0,51943.0,51943.0,60800.0,207000,2009
bmw,2018.0,2019-02-28,luxury sedan,"parf car, low mileage car",auto,1720.0,190.0,1998.0,1.0,26560.0,35310,1210.0,78113.0,45000.0,64958.0,88925.0,163800.0,331000,2019
polestar,2021.0,2021-12-09,luxury sedan,"parf car, premium ad car, electric cars",auto,1994.0,170.0,,2.0,19990.0,86001,1912.0,74031.0,40000.0,47730.0,13822.0,154888.0,215000,2021
bmw,2011.0,2011-06-27,luxury sedan,"coe car, premium ad car",auto,1650.0,150.0,2497.0,5.0,13350.0,53932,2514.0,37087.0,210000.0,43540.0,43540.0,91800.0,320000,2011
mercedes-benz,2022.0,2022-11-28,luxury sedan,"parf car, hybrid cars",auto,1625.0,155.0,1991.0,1.0,25570.0,113881,1202.0,144732.0,20000.0,55279.0,71503.0,249900.0,325000,2022
bmw,2023.0,2023-07-12,mpv,"parf car, rare & exotic, almost new car, low mileage car, hybrid cars",auto,2165.0,289.0,2998.0,1.0,37760.0,123000,2384.0,220120.0,7000.0,90912.0,170919.0,402800.0,399800,2023
nissan,2015.0,2015-08-12,bus/mini bus,-,manual,1800.0,,2488.0,2.0,13860.0,6903,,741.0,110000.0,25153.0,1258.0,14888.0,71788,2015
mg,2020.0,2020-12-31,suv,parf car,auto,1563.0,119.0,1490.0,2.0,17010.0,49500,680.0,46718.0,36000.0,19321.0,19321.0,120998.0,141888,2020
honda,2015.0,2016-05-13,suv,"parf car, premium ad car",auto,1190.0,96.0,1496.0,1.0,16420.0,47889,682.0,14020.0,92000.0,18887.0,8887.0,35800.0,120000,2016
volkswagen,2017.0,2018-07-02,suv,"parf car, sgcarmart warranty cars",auto,1498.0,110.0,1395.0,3.0,16780.0,38700,624.0,37541.0,102000.0,30739.0,35035.0,82800.0,195000,2018
bmw,2023.0,2023-04-11,luxury sedan,"parf car, direct owner sale, low mileage car",auto,1375.0,80.0,1499.0,1.0,17670.0,96501,684.0,104454.0,7500.0,34780.0,25692.0,168800.0,177000,2023
volkswagen,2009.0,2009-07-31,sports car,"coe car, premium ad car, sgcarmart warranty cars",auto,1285.0,118.0,1390.0,6.0,18200.0,25727,930.0,12116.0,150000.0,23955.0,23955.0,85720.0,108000,2009
honda,2018.0,2018-12-12,mid-sized sedan,"parf car, premium ad car",auto,1249.0,92.0,1597.0,2.0,14740.0,25556,742.0,25058.0,116026.0,19964.0,19964.0,73888.0,128000,2018
MINI,2015.0,2015-10-21,hatchback,"parf car, low mileage car",auto,1175.0,100.0,1499.0,1.0,18370.0,58190,684.0,15627.0,68739.0,24145.0,15803.0,29800.0,202000,2015
nissan,2016.0,2016-06-17,van,-,manual,1260.0,,1461.0,1.0,10720.0,43002,,7941.0,98000.0,20513.0,1026.0,19800.0,102000,2016
Toyota,2016.0,2017-03-23,mid-sized sedan,"parf car, premium ad car",auto,1215.0,90.0,1598.0,1.0,14470.0,49430,742.0,24900.0,98000.0,19990.0,19990.0,47777.0,115000,2017
nissan,2017.0,2017-09-15,van,direct owner sale,manual,1260.0,,1461.0,1.0,11040.0,42809,,12995.0,91000.0,20119.0,1006.0,33500.0,102000,2017
honda,2015.0,2015-04-21,suv,"parf car, direct owner sale, low mileage car",auto,1221.0,88.0,1497.0,3.0,17840.0,64700,684.0,15012.0,68000.0,22907.0,19070.0,24688.0,137800,2015
mercedes-benz,2013.0,2013-09-23,luxury sedan,coe car,auto,1430.0,115.0,1595.0,5.0,14490.0,48285,814.0,39184.0,126000.0,28969.0,22557.0,58800.0,196000,2013
hyundai,2022.0,2022-06-17,mid-sized sedan,"parf car, direct owner sale",auto,1280.0,90.0,1598.0,1.0,15860.0,73801,742.0,64444.0,38000.0,22614.0,8660.0,128888.0,112000,2022
toyota,2018.0,2018-12-04,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,2045.0,134.0,2494.0,4.0,26430.0,31101,1792.0,55046.0,75624.0,48189.0,59465.0,143800.0,335000,2018
mercedes-benz,2019.0,2020-04-02,luxury sedan,parf car,auto,1385.0,120.0,1332.0,1.0,19240.0,37109,586.0,54161.0,95000.0,36807.0,43530.0,133300.0,205000,2020
bentley,2016.0,2017-10-05,sports car,"parf car, premium ad car, low mileage car",auto,2295.0,388.0,3993.0,1.0,69860.0,48005,3940.0,199580.0,36000.0,173457.0,284223.0,358000.0,1000000,2017
volvo,2017.0,2017-11-30,luxury sedan,"parf car, premium ad car",auto,1558.0,90.0,1498.0,1.0,14450.0,46791,684.0,30088.0,93000.0,25458.0,22642.0,58777.0,201000,2017
audi,2022.0,2023-05-30,suv,"parf car, premium ad car, low mileage car, electric cars",auto,2445.0,287.0,,1.0,28370.0,124501,3977.0,160346.0,6800.0,69612.0,65030.0,286800.0,377000,2023
honda,2021.0,2022-02-18,hatchback,"parf car, low mileage car",auto,1070.0,72.0,1317.0,1.0,12280.0,52709,578.0,43794.0,21000.0,16575.0,5000.0,95800.0,106888,2022
Nissan,2016.0,2016-10-31,suv,"parf car, premium ad car",auto,1285.0,85.0,1197.0,4.0,11740.0,50991,508.0,19529.0,98000.0,18689.0,13689.0,32888.0,94788,2016
Honda,2018.0,2018-04-12,stationwagon,"parf car, premium ad car, low mileage car, hybrid cars",auto,1190.0,101.0,1496.0,1.0,16590.0,37605,682.0,17633.0,50682.0,21841.0,5000.0,66000.0,138000,2018
bmw,2016.0,2016-07-15,hatchback,"parf car, premium ad car, sgcarmart warranty cars",auto,1395.0,85.0,1496.0,2.0,14870.0,52301,1082.0,21563.0,108000.0,27295.0,20213.0,39800.0,171000,2016
mitsubishi,2006.0,2006-07-21,sports car,coe car,manual,1410.0,206.0,1997.0,6.0,53350.0,48479,1815.0,9895.0,261000.0,40141.0,44156.0,108888.0,60000,2006
mercedes-benz,2019.0,2019-11-27,suv,"parf car, premium ad car",auto,1735.0,155.0,1991.0,1.0,27050.0,41805,1202.0,63802.0,63329.0,44771.0,54680.0,174800.0,246000,2019
bmw,2018.0,2018-12-21,mpv,parf car,auto,1490.0,80.0,1499.0,3.0,16570.0,25501,684.0,38364.0,75000.0,33319.0,38647.0,92800.0,192000,2018
bmw,2014.0,2015-03-06,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1560.0,135.0,1997.0,5.0,26770.0,68668,1210.0,27094.0,197000.0,41730.0,45422.0,39800.0,239800,2015
toyota,2019.0,2020-11-04,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,1775.0,125.0,2362.0,1.0,24000.0,39889,1638.0,55678.0,57750.0,34488.0,40284.0,173500.0,65000,2020
bmw,2016.0,2017-01-05,hatchback,"parf car, premium ad car",auto,1350.0,85.0,1496.0,5.0,15990.0,49751,1082.0,20043.0,125000.0,25133.0,12187.0,47000.0,150000,2017
mercedes-benz,2021.0,2021-10-20,hatchback,"parf car, premium ad car, low mileage car",auto,1405.0,96.0,1332.0,2.0,18870.0,48000,586.0,62807.0,20000.0,31940.0,36716.0,157000.0,196888,2021
bmw,2021.0,2022-01-28,mpv,"parf car, premium ad car",auto,1505.0,100.0,1499.0,1.0,17520.0,83889,684.0,96702.0,49000.0,38624.0,46074.0,152800.0,194000,2022
nissan,2014.0,2014-08-07,van,direct owner sale,manual,1800.0,,2488.0,2.0,,26578,,379.0,167570.0,23804.0,1191.0,6900.0,71788,2014
porsche,2017.0,2018-11-20,sports car,"parf car, premium ad car, low mileage car, hybrid cars",auto,2170.0,340.0,2894.0,1.0,49360.0,31302,2262.0,151550.0,34500.0,130764.0,197376.0,309800.0,450000,2018
mercedes-benz,2017.0,2018-05-10,suv,parf car,auto,1845.0,150.0,2143.0,1.0,25610.0,39000,2038.0,49995.0,121000.0,44293.0,54011.0,124800.0,250000,2018
saab,2010.0,2011-05-16,sports car,"coe car, premium ad car",auto,1610.0,129.0,1998.0,6.0,10180.0,47316,1694.0,32538.0,139831.5,51271.0,51271.0,70000.0,20000,2011
toyota,2019.0,2020-01-16,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1530.0,127.0,1987.0,2.0,19240.0,37109,1198.0,44566.0,86000.0,28957.0,32540.0,120800.0,155000,2020
bmw,2011.0,2011-06-17,suv,"coe car, low mileage car",auto,1455.0,110.0,1995.0,5.0,13550.0,33568,1691.0,19764.0,110000.0,30412.0,30412.0,79800.0,175000,2011
hyundai,2018.0,2018-05-14,mid-sized sedan,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,1345.0,93.0,1591.0,1.0,13840.0,38510,738.0,22551.0,50000.0,11515.0,11515.0,59888.0,91000,2018
toyota,2020.0,2021-03-05,truck,-,manual,1760.0,,2982.0,1.0,13530.0,32889,,21833.0,47000.0,35202.0,1761.0,89800.0,110000,2021
opel,2017.0,2017-08-04,hatchback,"opc car, parf car, premium ad car",auto,1188.0,77.0,999.0,3.0,10010.0,28201,70.0,12089.0,81000.0,19298.0,5000.0,33888.0,108000,2017
mercedes-benz,2019.0,2020-02-19,luxury sedan,parf car,auto,1640.0,145.0,1991.0,1.0,23670.0,37109,1202.0,72525.0,67400.0,53658.0,68585.0,168800.0,330000,2020
bentley,2006.0,2009-05-29,sports car,"imported used vehicle, coe car, low mileage car",auto,2410.0,411.0,5998.0,5.0,,32279,10611.0,,99296.0,130860.0,130860.0,135800.0,200000,2009
honda,2018.0,2018-10-29,mpv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,1430.0,101.0,1496.0,1.0,17520.0,31302,682.0,25108.0,60000.0,24511.0,16316.0,84800.0,132000,2018
opel,2023.0,2024-06-28,van,"almost new car, premium ad car, electric cars",auto,1760.0,,,2.0,10020.0,32036,,25629.0,5200.0,38693.0,1935.0,99800.0,116000,2024
toyota,2008.0,2008-09-29,mid-sized sedan,"coe car, premium ad car",auto,1200.0,81.0,1496.0,5.0,9870.0,32339,1023.0,13370.0,188000.0,15629.0,15629.0,40800.0,104000,2008
toyota,2016.0,2018-02-02,mpv,"parf car, premium ad car",auto,1790.0,125.0,2362.0,2.0,21960.0,47390,1638.0,44921.0,98000.0,37800.0,44920.0,98800.0,195000,2018
hino,2020.0,2020-10-29,truck,-,manual,2500.0,,4009.0,1.0,15180.0,16396,,10449.0,48000.0,33927.0,1697.0,96800.0,160000,2020
volkswagen,2010.0,2010-06-25,sports car,"coe car, premium ad car",auto,1466.0,188.0,1984.0,6.0,16560.0,33568,1672.0,20233.0,139831.5,36556.0,36556.0,99800.0,223000,2010
perodua,2009.0,2009-12-24,hatchback,"opc car, coe car, premium ad car",auto,800.0,45.0,989.0,3.0,,15287,85.0,1156.0,161573.0,5495.0,5495.0,4800.0,45000,2009
mitsubishi,2008.0,2008-04-16,mid-sized sedan,"coe car, premium ad car",auto,1313.0,80.0,1499.0,4.0,11110.0,38655,1026.0,14223.0,145000.0,17142.0,17142.0,40888.0,80000,2008
Toyota,2016.0,2016-12-08,van,-,auto,1800.0,,2982.0,3.0,14320.0,44985,,11154.0,98000.0,33893.0,1695.0,35500.0,145000,2016
mitsubishi,2018.0,2019-07-18,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1480.0,110.0,1998.0,1.0,16940.0,34000,1210.0,31967.0,76000.0,19919.0,19919.0,94800.0,118000,2019
toyota,2019.0,2021-05-14,mpv,"parf car, hybrid cars",auto,1380.0,73.0,1496.0,2.0,15000.0,48002,682.0,42621.0,45681.0,25419.0,12587.0,109999.0,120000,2021
opel,2017.0,2018-10-12,luxury sedan,parf car,auto,1447.0,100.0,1598.0,2.0,11800.0,31801,1182.0,34403.0,91000.0,26801.0,29522.0,65800.0,145000,2018
opel,2018.0,2018-05-31,suv,parf car,auto,1203.0,81.0,1199.0,1.0,11800.0,38389,508.0,32298.0,65000.0,24517.0,26324.0,59888.0,128888,2018
bmw,2010.0,2010-08-27,sports car,"coe car, premium ad car, low mileage car",auto,1460.0,115.0,1995.0,4.0,10290.0,32914,1691.0,20416.0,123000.0,35576.0,35576.0,63800.0,150000,2010
mazda,2010.0,2010-07-27,hatchback,coe car,auto,1291.0,77.0,1598.0,4.0,13070.0,16438,1039.0,3143.0,139831.5,21686.0,21686.0,12500.0,113000,2010
lexus,2015.0,2015-06-26,suv,"parf car, premium ad car",auto,1755.0,175.0,1998.0,3.0,23810.0,71509,1210.0,39181.0,118000.0,47057.0,57880.0,53400.0,217000,2015
volkswagen,2016.0,2017-07-27,hatchback,"parf car, premium ad car",auto,1249.0,92.0,1395.0,1.0,13030.0,44002,624.0,20247.0,110861.0,20454.0,10636.0,44800.0,93000,2017
suzuki,2010.0,2010-10-26,mid-sized sedan,coe car,auto,1220.0,82.0,1586.0,6.0,11450.0,17600,1030.0,4243.0,139831.5,14851.0,14851.0,13800.0,60000,2010
bmw,2018.0,2018-05-25,suv,"parf car, premium ad car",auto,1430.0,103.0,1499.0,3.0,18180.0,37989,684.0,42376.0,97000.0,35811.0,42136.0,92800.0,203000,2018
jaguar,2008.0,2008-06-12,luxury sedan,"coe car, low mileage car",auto,1735.0,175.0,2967.0,6.0,12530.0,37906,3522.0,14820.0,140000.0,55806.0,55806.0,49000.0,237000,2008
bmw,2021.0,2024-07-19,sports car,"parf car, rare & exotic, almost new car, low mileage car",auto,1800.0,375.0,2993.0,1.0,45170.0,100000,2378.0,140000.0,29.0,109129.0,229213.0,508988.0,478000,2024
nissan,2015.0,2015-12-21,suv,"parf car, premium ad car",auto,1285.0,85.0,1197.0,1.0,15360.0,56989,508.0,16034.0,108000.0,18454.0,13454.0,30000.0,124800,2015
mclaren,2018.0,2019-02-02,sports car,"parf car, rare & exotic, low mileage car",auto,1356.0,441.0,3799.0,2.0,129630.0,32909,3636.0,234837.0,10000.0,190277.0,314499.0,735800.0,650000,2019
mitsubishi,2017.0,2017-05-22,suv,"parf car, premium ad car",auto,1625.0,123.0,2360.0,3.0,15170.0,54405,1636.0,28337.0,127000.0,20462.0,20647.0,54800.0,166888,2017
mercedes-benz,2017.0,2017-10-24,suv,"parf car, premium ad car, low mileage car",auto,1435.0,90.0,1595.0,2.0,18960.0,36001,740.0,28587.0,66603.0,27747.0,25846.0,75000.0,198000,2017
toyota,2007.0,2008-12-12,luxury sedan,"coe car, premium ad car",auto,1510.0,158.0,2499.0,5.0,11970.0,31553,2697.0,14177.0,147000.0,30672.0,30672.0,53800.0,60000,2008
mercedes-benz,2015.0,2016-04-14,sports car,"parf car, premium ad car",auto,1730.0,375.0,3982.0,1.0,55140.0,47000,3922.0,101024.0,93045.0,108924.0,168064.0,184800.0,450000,2016
peugeot,2017.0,2018-01-26,van,premium ad car,auto,1460.0,,1560.0,2.0,7970.0,38820,,14028.0,204500.0,20677.0,1034.0,28800.0,104000,2018
nissan,2018.0,2018-09-13,van,premium ad car,manual,1260.0,,1461.0,2.0,11000.0,30389,,12655.0,78000.0,21101.0,1056.0,45800.0,102000,2018
volkswagen,2018.0,2019-02-19,suv,parf car,auto,1498.0,110.0,1395.0,1.0,17710.0,34509,624.0,41170.0,110000.0,31237.0,35732.0,100800.0,195000,2019
mercedes-benz,2008.0,2008-06-12,luxury sedan,"coe car, premium ad car",auto,1485.0,115.0,1796.0,6.0,12730.0,37906,1461.0,15131.0,145000.0,37049.0,37049.0,50800.0,155000,2008
toyota,2019.0,2019-03-27,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,1350.0,79.0,1496.0,1.0,14950.0,26170,682.0,25764.0,83000.0,19240.0,19240.0,79888.0,120000,2019
porsche,2021.0,2021-05-12,sports car,"parf car, rare & exotic, premium ad car, low mileage car, electric cars",auto,2370.0,525.0,,1.0,102950.0,61190,7699.0,310708.0,14000.0,233848.0,357927.0,890000.0,515000,2021
volkswagen,2015.0,2016-06-30,mid-sized sedan,"parf car, premium ad car",auto,1417.0,90.0,1390.0,3.0,10110.0,55200,620.0,20027.0,96000.0,17523.0,17523.0,27800.0,134000,2016
honda,2018.0,2018-10-18,mpv,"parf car, hybrid cars",auto,1430.0,101.0,1496.0,2.0,17360.0,32552,682.0,26343.0,80000.0,25887.0,18242.0,81500.0,158800,2018
rolls-royce,2016.0,2018-07-25,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",auto,2560.0,420.0,6592.0,1.0,210940.0,38600,8004.0,491134.0,16000.0,422285.0,732113.0,1200000.0,1350000,2018
bmw,2016.0,2016-06-29,sports car,parf car,auto,1510.0,185.0,1998.0,4.0,24020.0,57390,1210.0,43924.0,105000.0,44179.0,53851.0,75888.0,230000,2016
camc,2017.0,2017-12-30,truck,-,manual,12460.0,,9842.0,3.0,17950.0,48902,,17310.0,91000.0,62201.0,3111.0,63600.0,70000,2017
volkswagen,2014.0,2015-03-31,mpv,"parf car, premium ad car",auto,1601.0,77.0,1598.0,1.0,13840.0,64700,1182.0,13684.0,112168.0,25112.0,17157.0,19500.0,117000,2015
toyota,2016.0,2016-03-15,truck,premium ad car,manual,1720.0,,2982.0,1.0,18750.0,40903,,6500.0,98000.0,30788.0,1540.0,29800.0,110000,2016
volvo,2022.0,2022-02-28,suv,"parf car, low mileage car, electric cars",auto,2113.0,300.0,,2.0,23550.0,86102,4180.0,87841.0,15780.0,50913.0,28644.0,195800.0,220000,2022
porsche,2020.0,2020-07-24,sports car,"parf car, rare & exotic",auto,1365.0,220.0,1988.0,1.0,43310.0,34989,1200.0,93985.0,49000.0,69346.0,96823.0,312888.0,394000,2020
mercedes-benz,2019.0,2019-12-26,hatchback,"parf car, direct owner sale, low mileage car",auto,1375.0,120.0,1332.0,2.0,19860.0,37900,586.0,49347.0,41000.0,32745.0,37843.0,128800.0,188000,2019
volkswagen,2017.0,2019-05-31,luxury sedan,"parf car, premium ad car",auto,1716.0,206.0,1984.0,3.0,25140.0,52502,1194.0,61895.0,67500.0,44585.0,54419.0,151888.0,250000,2019
nissan,2015.0,2015-12-12,suv,"parf car, low mileage car",auto,1379.0,106.0,1997.0,2.0,15720.0,61103,1210.0,19238.0,61210.0,19333.0,19333.0,31800.0,128800,2015
mercedes-benz,2018.0,2018-12-18,suv,parf car,auto,1735.0,155.0,1991.0,1.0,24760.0,32302,1202.0,52588.0,84700.0,44782.0,54695.0,136988.0,280000,2018
honda,2018.0,2018-10-17,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1191.0,96.0,1496.0,3.0,14480.0,28000,682.0,26051.0,74000.0,19857.0,19857.0,72800.0,117000,2018
ferrari,2008.0,2011-08-19,sports car,"imported used vehicle, coe car, rare & exotic, low mileage car",auto,1615.0,456.0,5999.0,3.0,52010.0,58306,9199.0,41853.0,55000.0,158320.0,158320.0,380888.0,800000,2011
toyota,2015.0,2016-03-23,mpv,"parf car, direct owner sale",auto,1790.0,125.0,2362.0,3.0,21430.0,44001,1638.0,26772.0,134000.0,31620.0,36268.0,56000.0,195000,2016
subaru,2008.0,2009-01-30,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,1325.0,79.0,1498.0,2.0,9680.0,26047,1026.0,12053.0,125000.0,13863.0,8864.0,44800.0,100000,2009
mercedes-benz,2015.0,2016-03-17,stationwagon,"parf car, premium ad car, low mileage car",auto,1565.0,160.0,1991.0,1.0,21670.0,54920,1202.0,32972.0,73188.0,36634.0,43288.0,57800.0,250000,2016
Honda,2016.0,2016-08-30,suv,"parf car, low mileage car",auto,1190.0,96.0,1496.0,4.0,14830.0,53000,682.0,17604.0,46778.0,20417.0,10584.0,36777.0,120000,2016
mazda,2022.0,2022-10-28,mid-sized sedan,"parf car, premium ad car, hybrid cars",auto,1385.0,88.0,1496.0,1.0,15680.0,80501,682.0,71150.0,80000.0,15757.0,5000.0,133800.0,128888,2022
audi,2017.0,2017-09-14,luxury sedan,"parf car, premium ad car",auto,1280.0,85.0,999.0,1.0,14780.0,42900,392.0,24147.0,89330.0,24475.0,16265.0,54888.0,171800,2017
volvo,2018.0,2019-02-28,luxury sedan,"parf car, premium ad car",auto,1695.0,187.0,1969.0,3.0,21480.0,35403,1176.0,49487.0,127078.0,39504.0,47306.0,123000.0,217000,2019
mercedes-benz,2014.0,2014-07-03,luxury sedan,"coe car, low mileage car",auto,1430.0,90.0,1595.0,2.0,12110.0,78482,740.0,77536.0,90000.0,29482.0,23275.0,119600.0,187000,2014
mercedes-benz,2021.0,2021-06-22,luxury sedan,"parf car, premium ad car",auto,1520.0,115.0,1497.0,2.0,20450.0,61190,684.0,73969.0,40000.0,35735.0,42029.0,162888.0,211000,2021
toyota,2018.0,2019-01-04,mpv,parf car,auto,1775.0,125.0,2362.0,1.0,22950.0,31001,1638.0,41659.0,116000.0,34487.0,40282.0,119800.0,65000,2019
skoda,2021.0,2023-01-09,mid-sized sedan,"parf car, premium ad car, hybrid cars",auto,1461.0,110.0,1498.0,1.0,18090.0,110524,684.0,101787.0,32539.0,23132.0,9385.0,159800.0,157000,2023
toyota,2009.0,2009-02-12,mpv,"coe car, premium ad car",auto,1310.0,97.0,1794.0,4.0,11210.0,31335,1458.0,13976.0,149838.0,18803.0,18803.0,50000.0,125000,2009
honda,2017.0,2017-12-07,suv,"parf car, hybrid cars",auto,1310.0,112.0,1496.0,3.0,15550.0,49996,682.0,19769.0,85000.0,28882.0,5000.0,53888.0,115000,2017
mercedes-benz,2017.0,2017-12-06,suv,"parf car, premium ad car",auto,1435.0,90.0,1595.0,2.0,18190.0,41617,740.0,31288.0,111238.0,28494.0,26892.0,73800.0,198000,2017
volkswagen,2009.0,2010-01-04,mid-sized sedan,"coe car, premium ad car",auto,1329.0,90.0,1390.0,4.0,9760.0,26175,930.0,12313.0,150000.0,20205.0,20205.0,45900.0,121000,2010
mercedes-benz,2018.0,2019-09-18,luxury sedan,"parf car, direct owner sale, low mileage car",auto,1940.0,200.0,2996.0,1.0,37360.0,39406,2382.0,124956.0,16600.0,92761.0,138970.0,266000.0,320000,2019
